"","id","neighbourhood_cleansed","latitude","longitude","property_type","room_type","bedrooms","price","number_of_reviews"
"380",791621,"Zuid",52.3511,4.84638,"Entire apartment","Entire home/apt",4,99,4
"381",793499,"De Baarsjes - Oud-West",52.3663,4.85464,"Entire apartment","Entire home/apt",2,125,30
"382",793845,"Bos en Lommer",52.37559,4.86041,"Entire apartment","Entire home/apt",1,80,57
"384",794927,"Oostelijk Havengebied - Indische Buurt",52.36385,4.93366,"Private room in apartment","Private room",1,75,317
"385",798189,"Westerpark",52.38699,4.87991,"Entire apartment","Entire home/apt",2,175,22
"386",798941,"De Pijp - Rivierenbuurt",52.35447,4.90237,"Entire apartment","Entire home/apt",1,150,1
"387",800723,"De Baarsjes - Oud-West",52.36769,4.8626,"Entire apartment","Entire home/apt",2,150,18
"388",801544,"De Pijp - Rivierenbuurt",52.35293,4.90289,"Entire apartment","Entire home/apt",2,150,84
"390",807269,"De Baarsjes - Oud-West",52.36322,4.86171,"Entire apartment","Entire home/apt",1,144,39
"391",809026,"Centrum-West",52.37075,4.89686,"Private room in apartment","Private room",2,119,37
"394",817716,"Westerpark",52.37335,4.87207,"Entire apartment","Entire home/apt",1,132,39
"397",818881,"Centrum-Oost",52.36203,4.89601,"Entire apartment","Entire home/apt",1,122,12
"398",820692,"Centrum-West",52.37585,4.89346,"Entire apartment","Entire home/apt",1,85,30
"399",823448,"De Baarsjes - Oud-West",52.36664,4.851,"Entire apartment","Entire home/apt",1,239,5
"401",833641,"De Pijp - Rivierenbuurt",52.34834,4.90419,"Entire apartment","Entire home/apt",1,60,38
"402",833975,"De Pijp - Rivierenbuurt",52.34721,4.90797,"Entire apartment","Entire home/apt",3,150,0
"404",834233,"Centrum-Oost",52.37151,4.90476,"Private room in apartment","Private room",1,125,300
"405",835550,"De Pijp - Rivierenbuurt",52.34551,4.89236,"Entire apartment","Entire home/apt",1,115,46
"406",835627,"Centrum-Oost",52.36676,4.91504,"Entire apartment","Entire home/apt",3,180,14
"407",840346,"De Pijp - Rivierenbuurt",52.35403,4.88743,"Entire apartment","Entire home/apt",1,85,21
"408",840628,"De Baarsjes - Oud-West",52.36892,4.85352,"Entire apartment","Entire home/apt",1,79,3
"409",842774,"Centrum-Oost",52.36331,4.91525,"Entire apartment","Entire home/apt",2,306,4
"411",847093,"De Baarsjes - Oud-West",52.36008,4.8597,"Entire apartment","Entire home/apt",4,150,45
"412",847730,"De Baarsjes - Oud-West",52.37219,4.85112,"Entire apartment","Entire home/apt",1,165,29
"413",849993,"De Baarsjes - Oud-West",52.36469,4.87722,"Entire apartment","Entire home/apt",1,190,17
"414",851044,"Zuid",52.33968,4.84618,"Entire apartment","Entire home/apt",2,102,691
"416",854328,"Westerpark",52.37395,4.87193,"Entire apartment","Entire home/apt",3,187,328
"417",862432,"Centrum-West",52.3799,4.88225,"Entire apartment","Entire home/apt",1,109,34
"418",863877,"Centrum-Oost",52.36513,4.88719,"Entire apartment","Entire home/apt",1,175,8
"419",865328,"Zuid",52.35553,4.87277,"Private room in apartment","Private room",1,120,105
"420",866523,"Slotervaart",52.35656,4.82756,"Entire apartment","Entire home/apt",1,80,7
"421",870225,"De Pijp - Rivierenbuurt",52.3526,4.90083,"Entire apartment","Entire home/apt",2,180,92
"422",870342,"Oud-Oost",52.35561,4.92003,"Entire apartment","Entire home/apt",1,110,2
"423",874057,"De Baarsjes - Oud-West",52.37207,4.86652,"Entire apartment","Entire home/apt",1,139,36
"427",874688,"Oud-Oost",52.35935,4.91304,"Entire apartment","Entire home/apt",5,359,28
"429",879986,"De Pijp - Rivierenbuurt",52.34073,4.91033,"Private room in apartment","Private room",1,89,512
"430",881558,"Centrum-Oost",52.36284,4.88756,"Private room in house","Private room",1,120,47
"431",884070,"Bos en Lommer",52.37754,4.85169,"Entire apartment","Entire home/apt",1,130,22
"433",886606,"Bos en Lommer",52.37756,4.85222,"Entire apartment","Entire home/apt",1,120,30
"434",890288,"De Baarsjes - Oud-West",52.35668,4.85451,"Entire apartment","Entire home/apt",2,185,30
"435",890355,"Westerpark",52.38786,4.87978,"Entire apartment","Entire home/apt",1,188,33
"436",891337,"Centrum-Oost",52.3637,4.89526,"Entire apartment","Entire home/apt",1,226,0
"437",892937,"Centrum-Oost",52.37068,4.8987,"Entire apartment","Entire home/apt",1,239,47
"438",893203,"De Baarsjes - Oud-West",52.36703,4.86265,"Private room in apartment","Private room",1,68,49
"439",895792,"Centrum-West",52.37405,4.89945,"Entire apartment","Entire home/apt",2,250,59
"440",896368,"De Pijp - Rivierenbuurt",52.35301,4.896,"Entire apartment","Entire home/apt",1,150,12
"441",901789,"De Baarsjes - Oud-West",52.36975,4.85535,"Entire apartment","Entire home/apt",1,120,80
"442",906446,"Buitenveldert - Zuidas",52.33072,4.87347,"Private room in apartment","Private room",1,59,323
"443",907742,"De Baarsjes - Oud-West",52.36407,4.86343,"Private room in apartment","Private room",1,85,56
"444",916096,"Centrum-West",52.37884,4.87917,"Entire apartment","Entire home/apt",2,210,58
"445",916850,"Noord-West",52.40509,4.90317,"Entire house","Entire home/apt",4,245,55
"446",917851,"De Pijp - Rivierenbuurt",52.34885,4.89899,"Entire apartment","Entire home/apt",1,105,20
"447",917955,"Westerpark",52.38612,4.88176,"Entire apartment","Entire home/apt",1,125,0
"448",919131,"Zuid",52.35889,4.87615,"Entire house","Entire home/apt",4,399,56
"449",920560,"Watergraafsmeer",52.35448,4.93366,"Private room in apartment","Private room",1,150,108
"451",922441,"De Pijp - Rivierenbuurt",52.35131,4.89263,"Entire apartment","Entire home/apt",1,139,33
"452",923247,"Zuid",52.34513,4.86788,"Entire house","Entire home/apt",1,200,24
"453",927119,"Zuid",52.3503,4.85628,"Entire apartment","Entire home/apt",2,200,10
"455",931270,"Zuid",52.33958,4.84787,"Entire apartment","Entire home/apt",1,75,291
"457",933737,"Oud-Oost",52.35584,4.92527,"Entire apartment","Entire home/apt",3,110,7
"461",939211,"Westerpark",52.38868,4.86777,"Entire apartment","Entire home/apt",1,130,65
"463",940146,"De Pijp - Rivierenbuurt",52.34338,4.90516,"Entire apartment","Entire home/apt",1,90,9
"464",941407,"Centrum-Oost",52.36086,4.89544,"Entire apartment","Entire home/apt",1,145,7
"465",946142,"Westerpark",52.37991,4.87414,"Private room in apartment","Private room",1,90,351
"466",947437,"Osdorp",52.35791,4.79549,"Private room in apartment","Private room",1,85,184
"467",949275,"Osdorp",52.35275,4.81292,"Entire house","Entire home/apt",1,125,5
"468",951483,"Oud-Oost",52.3529,4.92281,"Entire house","Entire home/apt",3,140,43
"469",953086,"Centrum-Oost",52.37184,4.90602,"Entire house","Entire home/apt",3,160,11
"470",954629,"Bijlmer-Centrum",52.32019,4.95501,"Private room in apartment","Private room",1,72,5
"471",954633,"Bijlmer-Centrum",52.32019,4.95501,"Private room in apartment","Private room",1,79,98
"472",957217,"Centrum-Oost",52.36279,4.88715,"Entire house","Entire home/apt",2,300,13
"473",957396,"IJburg - Zeeburgereiland",52.35972,4.98059,"Entire house","Entire home/apt",5,275,24
"475",964986,"De Pijp - Rivierenbuurt",52.35522,4.90182,"Entire apartment","Entire home/apt",2,355,23
"476",969862,"Zuid",52.34112,4.84762,"Private room in apartment","Private room",1,95,165
"481",989222,"De Pijp - Rivierenbuurt",52.35055,4.88653,"Entire apartment","Entire home/apt",1,199,31
"482",995087,"Westerpark",52.38094,4.87821,"Private room in apartment","Private room",1,74,334
"483",996112,"Centrum-Oost",52.36375,4.88486,"Entire apartment","Entire home/apt",2,300,19
"484",996860,"De Pijp - Rivierenbuurt",52.34151,4.90476,"Private room in apartment","Private room",1,77,1
"487",1005026,"De Baarsjes - Oud-West",52.37183,4.87272,"Entire apartment","Entire home/apt",1,145,45
"488",1005695,"Oud-Oost",52.35827,4.90861,"Private room in apartment","Private room",1,129,47
"489",1006621,"Westerpark",52.38398,4.88057,"Entire apartment","Entire home/apt",3,250,16
"491",1008223,"Slotervaart",52.36561,4.84038,"Private room in apartment","Private room",1,30,490
"492",1008225,"Westerpark",52.38249,4.8741,"Entire apartment","Entire home/apt",1,145,51
"493",1010305,"Westerpark",52.38115,4.86825,"Entire house","Entire home/apt",2,119,19
"494",1014716,"Watergraafsmeer",52.34416,4.94987,"Entire apartment","Entire home/apt",4,125,1
"495",1018639,"Centrum-Oost",52.36196,4.88781,"Private room in apartment","Private room",1,134,41
"497",1019936,"Centrum-West",52.38125,4.88254,"Private room in house","Private room",2,114,10
"498",1020477,"Centrum-West",52.37683,4.89418,"Entire apartment","Entire home/apt",1,170,29
"500",1021144,"Gaasperdam - Driemond",52.2972,4.97576,"Entire house","Entire home/apt",4,145,15
"501",1021278,"Watergraafsmeer",52.35507,4.93899,"Entire apartment","Entire home/apt",3,250,2
"503",1030014,"Centrum-West",52.3819,4.8826,"Entire apartment","Entire home/apt",1,87,50
"504",1032443,"Zuid",52.34929,4.85563,"Entire apartment","Entire home/apt",1,110,24
"505",1035801,"Zuid",52.35253,4.85615,"Entire apartment","Entire home/apt",2,225,17
"506",1036888,"Westerpark",52.38465,4.87262,"Entire apartment","Entire home/apt",1,171,65
"507",1037485,"De Baarsjes - Oud-West",52.36979,4.86808,"Entire apartment","Entire home/apt",2,295,16
"509",1040669,"Westerpark",52.37479,4.87357,"Entire apartment","Entire home/apt",2,177,12
"510",1041013,"Centrum-West",52.37089,4.88724,"Entire apartment","Entire home/apt",2,280,99
"511",1041309,"Zuid",52.35258,4.8821,"Entire apartment","Entire home/apt",1,139,49
"512",1041923,"Bos en Lommer",52.37716,4.8486,"Entire apartment","Entire home/apt",1,100,2
"513",1043348,"Oostelijk Havengebied - Indische Buurt",52.35961,4.94103,"Entire apartment","Entire home/apt",1,84,17
"514",1043553,"Centrum-West",52.37161,4.88589,"Entire apartment","Entire home/apt",1,200,54
"515",1043622,"Centrum-West",52.37071,4.88568,"Entire apartment","Entire home/apt",1,120,62
"516",1043948,"Centrum-West",52.37895,4.88476,"Entire house","Entire home/apt",5,376,47
"517",1044090,"De Baarsjes - Oud-West",52.3615,4.86427,"Entire apartment","Entire home/apt",1,130,18
"519",1044452,"Westerpark",52.3874,4.87962,"Entire apartment","Entire home/apt",1,150,285
"521",1051514,"Centrum-West",52.38056,4.8865,"Entire apartment","Entire home/apt",4,500,9
"523",1055703,"De Baarsjes - Oud-West",52.3607,4.86425,"Entire house","Entire home/apt",3,243,92
"524",1057494,"Zuid",52.34746,4.87559,"Private room in apartment","Private room",1,79,455
"525",1064108,"Centrum-West",52.38302,4.8869,"Entire apartment","Entire home/apt",1,99,44
"526",1064499,"Noord-West",52.40496,4.90852,"Entire apartment","Entire home/apt",2,60,5
"527",1068565,"IJburg - Zeeburgereiland",52.3607,4.97504,"Entire apartment","Entire home/apt",1,135,81
"529",1071414,"Oud-Oost",52.35764,4.9067,"Entire apartment","Entire home/apt",2,100,329
"530",1071421,"De Baarsjes - Oud-West",52.36324,4.86618,"Entire apartment","Entire home/apt",1,148,22
"531",1072171,"Bos en Lommer",52.37575,4.86285,"Entire apartment","Entire home/apt",1,106,12
"532",1076673,"De Pijp - Rivierenbuurt",52.34697,4.88934,"Entire apartment","Entire home/apt",1,250,18
"533",1077678,"Zuid",52.35784,4.8531,"Entire apartment","Entire home/apt",1,96,20
"534",1079184,"Centrum-Oost",52.35899,4.89632,"Entire apartment","Entire home/apt",1,203,27
"535",1081307,"Oud-Noord",52.39884,4.91861,"Entire house","Entire home/apt",2,90,63
"536",1081452,"De Pijp - Rivierenbuurt",52.35592,4.90533,"Entire apartment","Entire home/apt",1,180,51
"537",1082688,"De Baarsjes - Oud-West",52.37144,4.86175,"Entire apartment","Entire home/apt",1,128,23
"538",1085099,"Bos en Lommer",52.37834,4.84892,"Entire apartment","Entire home/apt",2,200,93
"541",1087667,"De Baarsjes - Oud-West",52.3674,4.85082,"Entire apartment","Entire home/apt",1,100,25
"543",1088859,"De Baarsjes - Oud-West",52.36688,4.87684,"Entire apartment","Entire home/apt",1,100,64
"544",1089874,"Oud-Oost",52.35507,4.91657,"Entire apartment","Entire home/apt",2,195,25
"545",1095819,"Oud-Oost",52.35747,4.9299,"Entire apartment","Entire home/apt",3,175,17
"546",1095913,"De Pijp - Rivierenbuurt",52.35609,4.88807,"Entire apartment","Entire home/apt",1,99,21
"547",1099036,"Oostelijk Havengebied - Indische Buurt",52.36422,4.93445,"Entire apartment","Entire home/apt",1,57,1
"548",1100569,"Osdorp",52.35579,4.79597,"Private room in apartment","Private room",1,80,155
"549",1102657,"Slotervaart",52.35681,4.84836,"Entire apartment","Entire home/apt",1,60,27
"550",1102846,"Centrum-Oost",52.36412,4.90386,"Entire apartment","Entire home/apt",1,200,92
"551",1104125,"De Baarsjes - Oud-West",52.36596,4.86676,"Entire apartment","Entire home/apt",1,120,52
"553",1105924,"Watergraafsmeer",52.35457,4.94048,"Entire house","Entire home/apt",3,250,5
"555",1107057,"Centrum-West",52.38057,4.88355,"Entire house","Entire home/apt",2,320,28
"556",1109494,"De Baarsjes - Oud-West",52.36265,4.87327,"Entire apartment","Entire home/apt",1,105,98
"558",1114384,"Bos en Lommer",52.37708,4.83983,"Entire apartment","Entire home/apt",2,202,11
"560",1120077,"Bos en Lommer",52.37714,4.86106,"Entire apartment","Entire home/apt",1,99,12
"561",1120955,"Slotervaart",52.35247,4.83909,"Private room in apartment","Private room",1,69,173
"562",1125625,"Centrum-West",52.37727,4.88616,"Private room in apartment","Private room",1,102,45
"565",1133526,"Watergraafsmeer",52.35632,4.93755,"Entire house","Entire home/apt",3,250,1
"566",1134823,"Centrum-West",52.37228,4.87549,"Entire apartment","Entire home/apt",2,201,17
"567",1134916,"De Pijp - Rivierenbuurt",52.35343,4.89631,"Entire apartment","Entire home/apt",1,149,35
"568",1136289,"De Baarsjes - Oud-West",52.37237,4.84861,"Entire apartment","Entire home/apt",1,145,17
"569",1139498,"Oud-Noord",52.39003,4.94219,"Private room in house","Private room",1,124,128
"570",1141133,"De Pijp - Rivierenbuurt",52.35581,4.9024,"Entire apartment","Entire home/apt",2,180,17
"571",1145140,"Zuid",52.35491,4.88658,"Entire apartment","Entire home/apt",1,102,25
"572",1146192,"De Pijp - Rivierenbuurt",52.34502,4.89914,"Entire apartment","Entire home/apt",1,80,8
"573",1149289,"Centrum-Oost",52.36938,4.91983,"Entire apartment","Entire home/apt",1,100,96
"574",1149380,"Bijlmer-Centrum",52.31907,4.94584,"Private room in apartment","Private room",2,46,392
"575",1149694,"Bos en Lommer",52.38064,4.84838,"Entire apartment","Entire home/apt",1,75,76
"576",1155251,"Centrum-West",52.38295,4.88854,"Entire apartment","Entire home/apt",1,100,29
"577",1155386,"De Pijp - Rivierenbuurt",52.34394,4.91055,"Entire apartment","Entire home/apt",1,110,59
"578",1155617,"Centrum-West",52.37501,4.87791,"Entire apartment","Entire home/apt",1,199,68
"579",1156220,"De Baarsjes - Oud-West",52.37003,4.86652,"Entire apartment","Entire home/apt",4,300,4
"580",1158662,"De Baarsjes - Oud-West",52.36136,4.86179,"Entire apartment","Entire home/apt",1,139,47
"581",1159534,"Centrum-Oost",52.3607,4.88988,"Entire house","Entire home/apt",4,295,22
"582",1162769,"Oud-Oost",52.35801,4.92046,"Entire apartment","Entire home/apt",4,295,10
"583",1169992,"Buitenveldert - Zuidas",52.34264,4.86687,"Entire apartment","Entire home/apt",1,126,15
"585",1173159,"Westerpark",52.38937,4.87668,"Private room in apartment","Private room",1,88,12
"586",1173892,"Watergraafsmeer",52.35119,4.94421,"Entire apartment","Entire home/apt",1,80,7
"587",1174506,"De Pijp - Rivierenbuurt",52.35088,4.8995,"Entire apartment","Entire home/apt",1,120,42
"588",1181225,"De Baarsjes - Oud-West",52.36537,4.85872,"Entire apartment","Entire home/apt",1,150,9
"590",1184777,"Oostelijk Havengebied - Indische Buurt",52.36141,4.93822,"Entire apartment","Entire home/apt",2,140,64
"591",1187004,"Zuid",52.35135,4.85174,"Entire apartment","Entire home/apt",1,228,60
"592",1188058,"Zuid",52.35079,4.86006,"Entire apartment","Entire home/apt",1,129,1
"593",1188323,"De Baarsjes - Oud-West",52.36302,4.86116,"Entire apartment","Entire home/apt",1,125,17
"595",1194607,"Centrum-Oost",52.37228,4.92424,"Entire apartment","Entire home/apt",3,200,3
"596",1195666,"Centrum-West",52.36672,4.8778,"Entire apartment","Entire home/apt",4,263,36
"598",1196088,"Oud-Noord",52.38786,4.94798,"Entire apartment","Entire home/apt",2,52,280
"599",1196309,"Zuid",52.34726,4.85735,"Entire apartment","Entire home/apt",2,120,0
"600",1197874,"Bos en Lommer",52.37738,4.84944,"Private room in apartment","Private room",1,150,148
"601",1199113,"De Baarsjes - Oud-West",52.36212,4.86724,"Entire apartment","Entire home/apt",2,126,22
"602",1200768,"De Baarsjes - Oud-West",52.37144,4.86507,"Entire apartment","Entire home/apt",3,100,41
"603",1201952,"Oostelijk Havengebied - Indische Buurt",52.36368,4.93743,"Entire apartment","Entire home/apt",1,80,22
"604",1205718,"Oud-Oost",52.35687,4.91751,"Entire apartment","Entire home/apt",1,100,24
"605",1205976,"Centrum-West",52.38278,4.88219,"Entire apartment","Entire home/apt",2,80,4
"606",1205999,"Westerpark",52.38091,4.87283,"Entire apartment","Entire home/apt",1,140,59
"608",1223171,"De Baarsjes - Oud-West",52.3671,4.86356,"Private room in house","Private room",1,90,367
"609",1224695,"De Baarsjes - Oud-West",52.37102,4.85831,"Entire apartment","Entire home/apt",1,86,66
"610",1224935,"Oostelijk Havengebied - Indische Buurt",52.37521,4.94776,"Entire house","Entire home/apt",3,149,10
"611",1225622,"De Baarsjes - Oud-West",52.35926,4.8585,"Entire apartment","Entire home/apt",3,145,48
"612",1230403,"De Pijp - Rivierenbuurt",52.35495,4.89031,"Entire apartment","Entire home/apt",2,241,30
"614",1233749,"Centrum-West",52.37381,4.8987,"Entire apartment","Entire home/apt",2,468,1
"615",1236227,"Centrum-Oost",52.36348,4.88382,"Entire apartment","Entire home/apt",2,291,150
"616",1237639,"Centrum-West",52.37268,4.90035,"Entire apartment","Entire home/apt",4,679,4
"618",1238420,"Centrum-West",52.37189,4.89767,"Entire apartment","Entire home/apt",2,510,0
"619",1246242,"Oud-Noord",52.39216,4.93029,"Entire house","Entire home/apt",3,280,36
"620",1246308,"De Pijp - Rivierenbuurt",52.35127,4.89989,"Entire apartment","Entire home/apt",1,124,69
"621",1247334,"De Pijp - Rivierenbuurt",52.35707,4.9039,"Private room in apartment","Private room",1,31,675
"622",1250364,"De Pijp - Rivierenbuurt",52.35331,4.89126,"Entire house","Entire home/apt",3,260,47
