"R0000100","R0000300","R0000500","R0173600","R0214700","R0214800","R0410100","R0410300","R0614800","R0614900","R0615100","R0615200","R0615300","R0615400","R0615700","R0618011","R0618017","R0618100","R0618200","R0618300","R0810200","R3127500","R3127800","R3401000","R3523200","R3523500","R3559000","R3656400","R3728200","R3728500","R3897100","R4006900","R4182300","R4295100","R4416800","R4418000","R4982800","R5079800","R5081000"
156,12,57,1,3,1,12,59,51,0,11,13,2,20,5,40,37,29,7,6,1,3,961,2,3,-4,-2,3,3,-4,-1,1,1,25000,801,1,18000,494,1
157,4,62,5,3,2,4,62,51,1,15,29,7,49,18,46,57,49,47,47,2,1,1500,2,1,933,2500,1,1,857,1800,5,-4,0,-4,3,600,1000,1
158,9,58,5,3,2,9,58,51,1,22,35,14,46,22,55,63,61,86,85,2,1,1360,1,1,1578,10000,1,1,1300,10000,1,1,12000,1470,1,12000,1250,1
159,4,60,5,3,2,4,60,51,1,29,33,14,46,23,65,65,59,95,93,2,1,1758,1,1,1586,33000,1,1,1923,35000,1,1,37000,2142,1,40000,2362,1
160,2,60,5,3,2,2,60,51,1,28,31,13,43,19,64,58,56,85,80,2,2,1360,1,2,1428,26000,1,2,329,26000,1,2,28000,1600,1,33000,1850,1
161,3,61,5,3,2,3,61,51,1,17,18,14,27,9,49,43,45,29,31,2,2,1400,1,2,1438,25600,2,2,1559,26173,1,2,30000,1648,1,27500,1650,1
162,4,61,1,3,1,4,61,51,1,29,35,14,38,24,65,66,61,92,98,1,1,1923,1,1,2115,72000,1,1,2115,55000,1,1,72000,2807,1,73000,2807,1
163,4,62,1,3,1,4,62,51,1,22,33,14,27,19,55,58,59,63,77,1,3,1884,1,3,2472,45000,1,3,1538,40000,1,-5,-5,-5,-5,-5,-5,-5
164,3,60,5,3,2,3,60,51,1,12,22,7,25,8,42,41,42,20,21,2,1,1052,1,1,-4,-1,1,1,1068,20000,1,1,20000,1052,1,25000,1148,1
165,10,60,5,3,2,10,60,51,1,16,25,13,45,12,47,48,51,50,43,2,1,1185,1,1,1185,18500,1,1,1346,21000,2,1,11000,1214,4,7000,694,1
166,2,62,1,3,1,2,62,51,1,21,28,11,46,16,54,54,52,64,57,1,1,1096,1,1,1300,27000,1,1,1157,29500,1,1,32000,1309,1,35000,1402,2
167,2,60,5,3,2,2,60,51,1,9,23,14,34,7,38,40,50,30,28,2,1,700,1,1,750,4000,4,1,850,6000,2,1,6000,461,1,12000,925,3
168,4,61,3,2,1,4,61,51,1,7,21,11,20,8,35,41,45,16,21,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
169,2,63,7,2,2,-5,-5,51,0,9,17,9,29,9,38,43,39,17,17,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
170,1,57,5,3,2,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,3,775,1,3,317,8190,1,3,400,8325,1,3,7590,-4,1,6200,-4,1
171,1,62,1,3,1,1,62,51,1,27,32,11,48,22,62,63,55,85,80,1,1,1407,1,1,1307,30000,1,1,1538,36000,1,1,36000,1730,1,40000,1672,1
172,8,57,6,3,2,8,57,51,0,8,6,3,11,5,36,37,23,1,1,2,-4,-4,6,-4,-4,0,7,-4,-4,0,7,-4,0,-4,4,0,-4,5
173,10,62,1,3,1,-5,-5,51,0,22,29,14,32,11,55,46,55,60,56,-5,1,1033,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
174,6,60,8,1,2,6,60,51,1,17,29,12,33,17,49,55,54,48,57,2,1,865,1,1,1057,22000,1,1,1280,27000,1,1,27500,1510,1,28000,1538,1
175,10,57,5,3,2,10,57,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,3,-4,2,3,2880,4000,1,3,551,9600,1,3,1100,500,2,1565,-4,1
176,9,59,5,3,2,9,59,51,1,25,34,13,50,22,59,63,59,89,85,2,1,1578,1,1,-4,34000,1,1,2000,57000,3,-4,27000,-4,6,-5,-5,-5
177,7,60,1,3,1,7,60,51,0,20,30,12,28,8,53,41,54,49,48,1,1,1923,1,1,279,46000,1,1,1236,42000,1,1,50000,2083,1,-5,-5,-5
178,5,58,1,3,1,5,58,51,1,29,31,13,49,20,65,60,56,91,82,1,3,-4,2,3,2777,0,1,3,-4,0,1,3,0,224,1,3000,675,1
179,8,58,5,3,2,8,58,51,1,16,28,10,35,11,47,46,51,43,42,2,1,785,1,1,1250,10000,1,1,1000,25000,2,1,20800,1000,1,21000,925,1
180,3,57,5,3,2,3,57,51,1,26,35,14,42,17,61,55,61,90,84,2,1,1335,1,1,1415,27200,1,1,1485,27800,1,1,28600,1527,1,38000,1255,1
181,7,58,1,3,1,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
182,8,64,1,3,1,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
183,11,58,5,3,2,11,58,51,1,18,30,12,29,16,50,54,54,48,57,2,-4,-4,4,-4,-4,0,4,-4,-4,0,4,-4,0,-4,4,0,-4,7
184,1,61,5,3,2,1,61,51,1,21,28,13,39,16,54,54,54,60,62,2,1,1210,1,1,1210,23019,3,-4,-4,18000,3,1,8000,1442,1,32000,1079,1
185,10,64,1,3,1,10,64,51,0,15,28,13,21,12,46,48,54,35,48,1,1,757,1,1,926,15000,3,1,1000,0,1,1,16000,1100,1,15500,745,1
186,4,59,5,3,2,4,59,51,1,25,31,15,49,18,59,57,58,87,78,2,1,1875,1,1,2019,39000,1,1,1923,40000,1,1,42000,2019,1,50000,2403,1
187,6,64,1,3,1,6,64,51,0,15,25,12,31,13,46,49,50,37,42,1,2,1750,1,2,1120,38000,1,2,1325,42000,1,2,28000,1173,2,38000,1750,1
188,1,59,5,3,2,1,59,51,0,7,22,11,23,4,35,35,46,18,18,2,-4,-4,3,1,375,500,1,1,456,8873,1,1,8580,450,1,5300,475,1
189,6,58,1,3,1,6,58,51,1,24,27,13,29,17,58,55,53,55,65,1,1,1298,1,1,1298,26500,1,1,1346,25000,1,1,30000,1538,1,33000,1586,1
190,7,61,5,3,2,7,61,51,1,20,31,13,33,21,53,62,56,59,73,2,2,1605,1,1,1872,33000,1,2,1923,38000,4,-4,17000,-4,4,0,-4,7
191,8,63,1,3,1,8,63,51,0,19,31,15,46,20,51,60,58,74,73,1,1,1500,7,2,1357,17000,2,2,1303,36500,1,2,41000,1378,1,42700,1493,4
192,6,63,5,3,2,6,63,51,0,20,31,12,41,22,53,63,55,65,72,2,1,1710,1,1,1872,37000,2,1,1802,37500,1,1,44000,2115,1,30000,1518,2
193,2,58,1,3,1,2,58,51,1,19,29,11,39,21,51,62,53,54,65,1,1,2240,1,1,2335,47000,2,1,2463,49000,1,1,54000,2426,2,57800,2711,1
194,6,64,1,3,1,6,64,51,0,14,29,12,41,17,45,55,54,49,53,1,1,1425,1,1,1428,31000,1,1,1948,30000,1,-5,-5,-5,-5,-5,-5,-5
195,5,59,1,3,1,5,59,51,1,28,33,14,49,22,64,63,59,94,90,1,1,2884,1,1,2403,65000,1,1,2403,6000,1,1,75000,3653,1,85000,2884,1
196,7,64,1,3,1,7,64,51,0,28,31,15,49,24,64,66,58,93,91,1,3,2000,1,3,1730,22000,1,1,2163,0,1,1,46000,1678,1,48000,2564,1
197,9,62,5,3,2,9,62,51,1,11,16,6,38,9,40,43,36,18,15,2,1,812,4,-4,-4,0,4,-4,-4,0,4,-4,0,-4,4,0,-4,7
198,6,63,1,3,1,6,63,51,0,23,27,9,49,21,57,62,49,63,63,1,1,1600,1,1,1282,32000,1,-5,-5,-5,-5,1,45000,909,1,50000,1720,2
199,3,59,1,3,1,3,59,51,1,6,27,7,37,10,34,44,47,25,24,1,-5,-5,-5,1,1250,24000,1,1,1495,35000,1,1,25000,874,1,-2,7500,2
200,9,58,5,3,2,9,58,51,1,12,17,13,33,10,42,44,43,25,24,2,1,350,1,1,500,2000,1,1,290,2000,1,1,5000,750,1,8000,700,1
201,6,57,1,3,1,6,57,51,1,29,35,13,49,23,65,65,60,98,95,1,1,3338,1,1,-4,170383,1,1,-4,4115087,1,1,156359,4738,1,167697,4545,1
202,11,60,1,3,1,11,60,51,1,25,31,12,39,20,59,60,55,73,75,1,1,1230,1,1,1288,33700,1,3,200,35000,1,1,14000,744,1,7000,232,1
203,1,58,8,1,2,1,58,51,1,15,19,5,49,8,46,41,37,29,18,2,2,1303,1,2,1434,30000,1,2,1491,31000,1,2,31000,1560,1,40000,1282,1
204,3,57,8,1,2,-5,-5,51,0,13,21,11,22,4,43,35,45,22,22,-5,1,1136,1,1,454,17000,1,1,800,9000,1,1,25000,1304,1,18000,888,1
205,4,57,8,1,2,4,57,51,1,8,6,6,26,8,36,41,26,6,4,2,-4,-4,4,-4,-4,0,4,-4,-4,0,4,-4,0,-4,4,0,-4,7
206,8,62,1,3,1,-5,-5,51,0,11,17,8,41,11,40,46,38,23,18,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
207,9,62,1,3,1,9,63,51,0,17,12,5,28,9,49,43,31,15,14,1,1,1428,1,1,1000,21000,1,1,777,0,3,1,1200,1307,1,18000,1423,1
208,8,58,6,3,2,8,58,51,0,10,22,8,31,5,39,37,43,22,18,2,2,557,1,2,187,376,4,-4,-4,0,5,-4,0,-4,4,0,-4,1
209,5,60,1,3,1,5,60,51,0,24,30,11,41,16,58,54,54,69,66,1,1,1200,3,1,333,4000,1,1,750,0,1,1,26000,1000,3,20000,12692,1
210,12,62,1,3,1,-5,-5,51,1,16,25,12,49,20,47,60,50,50,53,1,1,1538,1,1,1648,36000,1,1,1714,30000,1,1,31000,1490,1,35000,1897,1
211,1,64,5,3,2,1,64,51,0,23,23,13,44,22,57,63,49,59,64,2,1,1153,1,1,1201,26000,1,1,1322,27500,1,1,29000,1442,1,30000,1535,1
212,3,61,1,3,1,3,61,51,1,23,28,11,32,18,57,57,52,54,64,1,1,1553,2,1,1602,49000,1,1,1522,51000,1,1,49000,1931,1,52000,2272,1
213,12,62,1,3,1,12,62,51,0,29,34,15,50,25,65,68,61,99,99,1,1,1596,1,1,1542,38500,1,1,1730,37500,1,3,43000,4000,2,65000,2400,1
214,6,64,1,3,1,6,65,51,0,25,24,11,34,16,59,54,48,52,54,1,1,700,1,1,1500,6000,1,1,1109,30000,1,1,30000,1602,2,65000,7500,1
215,7,60,1,3,1,7,60,51,1,22,24,14,32,16,55,54,51,50,56,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
216,8,60,5,3,2,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,-1,600,1,-1,-4,7
217,3,62,1,3,1,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
218,6,57,1,3,1,6,57,51,1,28,34,13,36,24,64,66,59,84,93,1,1,-4,1,1,-4,170383,1,1,-4,4115087,1,1,156359,6490,1,167697,6730,1
219,7,59,5,3,2,7,59,51,1,22,28,13,41,16,55,54,54,65,63,2,1,2060,1,2,2600,58000,1,2,2655,61000,1,2,58680,2686,2,63750,3064,7
220,5,61,5,3,2,5,61,51,1,27,31,14,48,25,62,68,57,89,89,2,3,3021,1,3,2906,53500,1,3,2842,0,1,3,66000,3654,1,72000,4285,1
221,8,64,7,2,2,8,64,51,0,12,4,3,4,5,42,37,21,1,2,2,-4,-4,4,-4,-4,0,4,-4,-4,0,4,-4,0,-4,4,0,-4,7
222,7,61,3,2,1,7,61,51,0,7,7,3,2,5,35,37,24,1,1,1,1,600,1,1,1700,5000,3,1,2100,15000,1,1,6000,1500,3,1200,500,1
223,12,62,3,2,1,12,62,51,0,8,7,3,17,9,36,43,24,3,3,1,1,850,1,1,925,24000,2,1,1050,24500,2,1,26000,1171,1,26000,1500,1
224,5,60,7,2,2,5,60,51,0,13,14,9,20,6,43,38,37,14,15,2,2,550,1,1,625,10000,1,1,650,5000,1,1,8444,673,1,8000,700,1
225,2,61,4,1,1,2,61,51,1,8,5,5,9,5,36,37,24,1,2,1,1,687,1,1,687,14500,1,1,687,14300,1,1,14300,611,2,16064,800,1
226,6,63,4,1,1,6,63,51,0,10,18,7,17,9,39,43,38,12,16,1,-4,-4,4,-4,-4,0,4,-4,-4,0,7,-4,0,-4,7,-5,-5,-5
227,9,57,7,2,2,9,57,51,0,8,10,7,23,7,36,40,31,7,7,2,1,400,4,-4,-4,0,4,-4,-4,0,4,-4,0,-4,4,0,-4,7
228,11,57,8,1,2,-5,-5,54,0,10,7,3,18,5,39,37,24,4,2,2,-4,-4,4,-4,-4,0,4,-4,-4,0,4,-4,0,-4,4,0,-4,7
229,2,63,5,3,2,2,63,51,0,14,23,14,38,11,45,46,50,40,38,2,1,500,1,1,435,9000,6,-4,-4,1000,4,-4,0,-4,4,0,-4,4
230,9,64,1,3,1,9,64,51,0,9,25,11,33,10,38,44,49,28,29,1,1,675,1,1,841,17500,1,1,817,18000,1,1,19500,950,1,21500,1010,1
231,6,57,5,3,2,7,57,51,1,14,25,10,45,16,45,54,48,42,42,2,2,1019,4,-4,-4,8000,4,-4,-4,0,4,1,900,1500,1,7000,1500,7
232,10,61,1,3,1,10,61,51,1,15,32,12,35,15,46,52,56,51,55,1,3,1,1,3,2972,23000,1,3,1453,24000,1,3,0,1373,1,0,-4,1
233,4,64,1,3,1,4,64,51,0,13,18,6,30,11,43,46,37,19,19,1,1,555,1,1,700,13000,1,1,1040,13000,1,1,20000,1130,1,23000,1285,1
234,6,61,2,3,1,6,61,51,0,16,18,12,36,9,47,43,43,31,27,1,1,475,1,1,773,22000,7,1,360,15000,3,1,33000,586,1,30000,-4,3
235,3,63,1,3,1,3,63,51,0,22,26,10,39,22,55,63,49,52,62,1,2,1550,1,2,1600,38000,1,2,1826,38000,1,2,38000,1699,1,45000,2012,1
236,12,61,5,3,2,12,61,51,1,18,30,14,49,17,50,55,56,69,63,2,1,854,1,1,937,19500,1,1,950,19000,1,1,20000,961,1,20000,1000,1
237,8,57,5,3,2,8,57,51,1,22,33,12,42,15,55,52,57,74,67,2,-4,-4,4,-4,-4,0,7,1,400,0,4,-4,0,-4,4,0,-4,5
238,6,57,6,3,2,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
239,1,61,6,3,2,1,61,51,0,6,14,4,23,12,34,48,32,7,10,2,-4,-4,4,-4,-4,0,4,-4,-4,0,4,-4,0,-4,4,0,-4,7
240,8,62,6,3,2,8,62,51,1,18,29,9,34,12,50,48,51,46,46,2,3,1166,1,3,700,25000,1,3,818,28000,1,3,15000,857,1,20000,600,1
241,3,64,2,3,1,3,64,51,0,9,19,7,16,9,38,43,39,11,17,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
242,11,58,5,3,2,11,58,52,1,10,27,10,35,12,39,48,50,32,35,2,1,540,1,1,560,10000,1,1,625,10000,2,1,10800,819,1,15000,977,1
243,4,58,1,3,1,4,58,51,1,26,32,11,34,18,61,57,55,71,74,1,1,1222,1,1,1188,27900,1,1,1403,36500,1,1,36900,1559,1,40000,1752,1
244,5,57,5,3,2,5,57,51,1,24,34,14,38,17,58,55,60,80,79,2,2,970,1,2,973,18000,2,2,1000,9000,1,2,11000,1039,1,20000,1100,1
245,8,62,5,3,2,8,62,51,1,29,30,13,50,23,65,65,55,89,85,2,1,1005,1,1,1068,20000,1,1,1105,20000,2,1,10000,1105,1,19100,1150,1
246,2,64,1,3,1,2,64,51,0,29,26,12,31,25,65,68,51,64,80,1,1,1785,1,3,1442,60000,1,3,1373,50000,1,3,50000,1373,1,40000,1000,1
247,1,59,2,3,1,1,59,51,1,24,30,11,34,18,58,57,54,63,69,1,3,1067,1,3,1171,33500,1,1,1394,33060,1,1,36000,1398,1,34100,1192,1
248,4,61,2,3,1,4,61,51,0,8,19,7,20,5,36,37,39,12,13,1,1,750,1,1,600,10000,1,1,650,7000,1,1,11000,900,1,13000,950,1
249,2,63,6,3,2,2,63,51,0,24,17,10,47,16,58,54,40,46,39,2,1,450,1,1,857,8000,1,1,826,9000,1,1,14000,817,2,19500,1006,1
250,6,58,5,3,2,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,1,400,1,1,375,200,4,-4,-4,0,4,-4,0,-4,4,500,425,7
251,12,62,2,3,1,12,62,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,8,-4,-4,0,8,-4,-4,0,8,-4,0,-4,8,0,-4,8
252,3,64,6,3,2,3,64,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,1,360,4,1,525,4000,1,1,550,8000,4,-4,0,-4,4,0,-4,7
253,6,64,1,3,1,6,64,51,0,15,23,3,18,10,46,44,39,17,22,1,1,700,1,1,700,9000,1,1,398,9000,1,1,12000,461,1,0,500,1
254,6,61,5,3,2,6,61,51,1,30,33,14,49,23,66,65,59,98,94,2,1,1061,1,1,1021,24000,1,1,1214,24000,1,1,23000,1100,2,23000,1074,1
255,6,62,5,3,2,6,62,51,1,25,19,10,50,15,59,52,42,52,42,2,1,728,1,1,718,3500,2,1,750,2700,1,1,3000,775,1,2000,818,2
256,10,61,5,3,2,10,61,51,1,17,27,14,33,12,49,48,54,48,51,2,1,864,1,1,900,19000,1,1,912,21000,1,1,20200,1002,1,21000,1200,1
257,6,64,1,3,1,6,64,51,0,16,24,12,50,12,47,48,49,49,40,1,1,380,1,1,850,13000,1,1,879,16000,1,1,13000,625,1,12000,875,1
258,1,58,5,3,2,1,58,51,1,29,34,14,48,14,65,51,60,98,81,2,1,500,4,1,500,500,1,3,581,5700,2,1,9200,750,1,13000,800,1
259,1,59,1,3,1,1,59,51,1,26,30,12,31,16,61,54,54,66,69,1,1,1055,1,1,1088,32000,1,1,1088,32000,1,1,26000,706,3,14000,675,1
260,2,61,1,3,1,2,61,51,1,26,34,12,50,24,61,66,58,89,88,1,1,1586,1,1,1778,34000,1,1,1778,37000,1,1,40000,1785,1,40000,1900,1
261,1,63,1,3,1,1,63,51,0,24,30,11,49,19,58,58,54,75,70,1,1,1105,1,1,1105,23000,1,1,1346,28000,1,1,29500,1260,1,30000,1442,1
262,6,60,5,3,2,6,60,51,1,16,28,12,37,11,47,46,53,47,45,2,1,1000,1,1,1028,20500,1,1,1201,25000,1,1,24000,1153,1,18500,1300,1
263,1,62,1,3,1,1,62,51,1,17,23,12,21,13,49,49,48,29,41,1,1,919,1,1,1100,28000,1,1,1100,25500,1,-5,-5,-5,-5,-5,-5,-5
264,8,61,5,3,2,-5,-5,51,1,24,34,15,49,21,58,62,61,91,87,2,2,1346,1,2,1538,26000,1,2,1394,29000,1,1,22000,897,1,24000,1162,1
265,9,62,5,3,2,9,62,51,1,30,31,15,43,25,66,68,58,93,95,2,1,1201,1,1,1400,25000,1,1,1400,23000,4,-4,0,-4,4,0,-4,7
266,8,61,2,3,1,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
267,4,58,1,3,1,4,58,51,1,12,22,6,14,13,42,49,41,14,25,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
268,7,58,1,3,1,7,58,51,1,14,34,12,41,12,45,48,58,58,54,1,1,650,3,1,650,2500,1,1,700,11000,1,1,15600,915,1,20000,1140,1
269,5,59,2,3,1,5,59,51,1,26,32,14,31,23,61,65,58,74,87,1,1,2692,1,1,2923,70000,1,1,3538,76000,1,1,90000,3240,1,92000,3538,1
270,2,62,1,3,1,2,62,51,1,27,26,13,32,20,62,60,52,63,72,1,-5,-5,-5,-5,-5,-5,-5,2,1275,32000,1,2,31000,1490,1,32760,1366,1
271,4,64,5,3,2,4,64,51,0,16,23,11,39,14,47,51,47,39,39,2,1,-4,1,1,403,14000,1,1,427,12000,2,-5,-5,-5,-5,13600,475,1
272,2,57,5,3,2,2,57,51,1,27,35,14,46,20,62,60,61,95,89,2,-4,-4,4,-4,-4,0,4,-4,-4,0,4,-4,0,-4,4,0,-4,7
273,6,59,1,3,1,6,59,51,1,23,33,10,47,18,57,57,55,76,70,1,1,1442,1,1,1442,30000,1,1,1826,30000,1,1,37500,2083,1,40000,1923,1
274,9,60,2,3,1,9,60,51,1,29,32,14,39,19,65,58,58,87,84,1,2,1301,1,1,2900,30900,1,2,1346,28000,1,1,30000,1506,1,37500,1551,1
275,2,63,6,3,2,2,63,51,1,21,30,13,28,15,54,52,55,53,62,2,1,975,3,1,1232,24000,1,1,1467,29000,1,1,34000,1594,2,34000,1217,1
276,10,61,5,3,2,10,61,51,1,18,26,13,30,10,50,44,52,44,44,2,1,550,1,1,1039,20000,1,1,1039,20000,1,1,20000,1039,1,21000,1379,1
277,8,59,1,3,1,8,59,51,1,12,24,10,36,13,42,49,47,31,33,1,1,480,1,1,480,10000,1,1,604,11000,1,1,15000,801,1,17000,883,1
278,7,60,5,3,2,7,60,51,1,19,23,13,40,13,51,49,49,48,44,2,1,641,1,1,1000,13000,1,1,1000,10000,1,1,12000,875,1,16000,187,1
279,8,62,1,3,1,8,62,51,1,14,34,11,29,11,45,46,57,46,51,1,1,1452,1,1,1495,35000,1,1,1346,35000,1,1,35000,1346,1,39500,1519,1
280,3,59,5,3,2,3,59,51,1,25,34,14,37,23,59,65,60,81,89,2,-5,-5,-5,-5,-5,-5,-5,1,1538,33000,1,1,33500,1275,1,34000,1353,1
281,7,61,1,3,1,7,61,51,1,29,29,11,50,23,65,65,53,83,81,1,1,1709,1,1,2026,41000,1,1,2051,48000,1,1,55000,2299,1,55000,2621,1
282,8,63,5,3,2,8,63,51,0,25,27,14,49,24,59,66,54,77,79,2,1,1384,1,1,1538,28000,1,1,1500,25000,4,-4,0,-4,4,0,-4,7
283,6,58,4,1,1,6,58,51,0,11,24,8,32,6,40,38,45,26,22,1,2,1538,2,2,1551,32266,1,2,1337,32000,1,2,35000,1700,1,46000,1693,1
284,1,60,4,1,1,1,60,51,1,16,30,12,26,9,47,43,54,42,44,1,1,1153,1,1,1250,27800,1,1,1000,29000,2,1,27000,1300,1,32000,1270,1
285,4,61,8,1,2,4,61,51,0,7,13,9,45,10,35,44,36,18,13,2,1,651,1,1,750,20000,1,1,714,18000,1,1,20000,850,2,24000,925,1
286,3,64,8,1,2,3,64,51,0,19,25,12,31,16,51,54,50,43,51,2,1,1000,1,1,1030,17000,1,1,1045,22000,1,1,26000,1158,1,22000,1266,1
287,12,58,5,3,2,12,58,51,1,11,27,11,45,7,40,40,51,42,31,2,1,915,1,1,945,18000,1,1,970,16500,1,1,20000,970,1,20000,1010,1
288,8,61,5,3,2,8,61,51,1,10,17,9,32,5,39,37,39,19,14,2,-4,-4,4,-4,-4,0,4,-4,-4,0,4,-4,0,-4,4,0,-4,7
289,9,62,5,3,2,9,62,51,0,6,23,12,32,7,34,40,48,24,23,2,-4,-4,4,-4,-4,0,4,1,475,150,1,1,7915,625,1,6060,775,4
290,2,60,8,1,2,2,60,51,0,9,11,7,20,6,38,38,32,8,8,2,1,558,1,1,500,2000,1,1,500,6000,1,1,8000,500,1,5600,500,1
291,2,59,3,2,1,2,59,51,1,13,33,10,21,13,43,49,55,35,48,1,1,400,1,3,-4,2000,7,3,144,900,3,3,300,104,3,200,64,1
292,3,57,5,3,2,3,57,51,1,30,32,15,45,20,66,60,59,96,89,2,2,517,2,-4,-4,0,4,1,1250,0,1,3,100,-4,1,0,-4,7
293,5,59,5,3,2,5,59,51,1,30,35,13,32,22,66,63,60,87,94,2,1,1125,1,1,1274,26500,1,1,1346,28000,4,1,800,500,1,1000,525,1
294,5,61,5,3,2,5,61,51,1,12,33,14,27,12,42,48,59,44,53,2,-4,-4,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
295,10,63,1,3,1,10,63,51,0,14,24,6,22,7,45,40,43,21,23,1,-5,-5,-5,1,1050,22000,1,1,1075,29000,3,-5,-5,-5,-5,-5,-5,-5
296,5,63,1,3,1,5,63,51,0,13,14,8,49,8,43,41,36,25,15,1,1,1265,1,1,1430,38000,1,1,1505,40000,1,1,37000,1500,1,40000,1550,1
297,8,57,5,3,2,8,57,51,1,21,32,13,42,17,54,55,57,72,69,2,3,2000,1,3,1500,0,1,3,1739,20800,1,3,0,2000,1,7000,5600,1
298,1,64,8,1,2,1,64,51,0,12,13,3,31,7,42,40,30,12,8,2,1,827,1,1,870,17208,1,1,915,18256,1,1,19000,1002,1,20845,1035,1
299,12,62,4,1,1,12,62,51,0,8,18,7,22,4,36,35,38,12,11,1,1,600,1,1,500,6000,1,1,550,9000,7,-4,0,-4,3,9000,700,3
300,4,61,4,1,1,4,61,51,0,6,8,3,13,6,34,38,25,2,2,1,-4,-4,7,-4,-4,0,7,-5,-5,-5,-5,-4,0,-4,1,0,-4,7
301,5,61,4,1,1,5,61,51,1,10,22,10,29,7,39,40,45,23,22,1,1,1062,1,1,1075,22300,1,1,1175,23000,1,1,23500,1129,1,23000,1175,1
302,3,60,4,1,1,3,60,51,1,8,13,5,12,5,36,37,32,5,6,1,1,832,1,1,862,17000,1,1,936,16000,1,1,16000,769,1,-2,335,1
303,5,63,4,1,1,5,63,51,0,11,12,4,14,3,40,33,30,6,5,1,1,810,1,1,835,17400,1,1,835,21000,1,1,26000,915,1,20000,1095,1
304,12,64,4,1,1,12,64,51,0,8,8,4,13,6,36,38,26,3,3,1,-4,-4,7,-4,-4,0,7,-4,-4,0,7,-4,0,-4,7,0,-4,7
305,7,62,8,1,2,7,62,51,1,18,21,9,41,11,50,46,43,38,31,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
306,3,60,3,2,1,3,60,51,1,11,20,13,44,7,40,40,46,34,24,1,1,650,1,1,680,20000,1,1,725,17000,1,1,22000,1208,1,23500,1025,1
307,9,57,5,3,2,9,57,51,1,17,33,11,45,11,49,46,56,65,53,2,1,950,1,1,980,23000,1,1,1100,27000,1,1,27000,1000,1,27000,1110,7
308,6,61,1,3,1,6,61,51,1,11,17,3,29,8,40,41,34,14,12,1,1,1450,1,3,910,-2,1,3,1200,20000,1,3,20000,1181,1,21000,1200,1
309,5,59,1,3,1,5,59,51,1,22,17,9,25,8,55,41,39,27,25,1,1,1950,1,1,1590,50000,1,1,1713,49000,1,1,49000,2115,1,-1,-4,1
310,9,60,1,3,1,9,60,51,1,18,19,5,26,5,50,37,37,21,18,1,1,1201,1,3,1562,30000,1,3,1442,25000,1,1,30000,1442,1,30000,1250,1
311,9,64,1,3,1,9,64,51,0,12,17,2,28,12,42,48,33,13,15,1,1,1682,1,3,1562,30000,1,3,1625,20000,1,3,30000,1442,1,30000,7211,1
312,4,62,5,3,2,4,62,51,1,18,24,12,33,17,50,55,49,42,49,2,-4,-4,3,1,911,8000,1,1,943,20000,1,1,18500,1000,1,18000,1065,1
